"input" "reason" "matches" "symbol" "organism.shortName" "name" "length" "secondaryIdentifier" "primaryIdentifier" "class"
"S000005296" "MATCH" "1" "PHO91" "S. cerevisiae" "PHOsphate metabolism" "2685" "YNR013C" "S000005296" "ORF"
"S000005295" "MATCH" "1" "URK1" "S. cerevisiae" "URidine Kinase" "1506" "YNR012W" "S000005295" "ORF"
"S000005290" "MATCH" "1" "ATG3" "S. cerevisiae" "AuTophaGy related" "933" "YNR007C" "S000005290" "ORF"
"S000005292" "MATCH" "1" "NRM1" "S. cerevisiae" "Negative Regulator of MBF targets" "750" "YNR009W" "S000005292" "ORF"
"S000005291" "MATCH" "1" "LRO1" "S. cerevisiae" "Lecithin cholesterol acyl transferase Related Open reading frame" "1986" "YNR008W" "S000005291" "ORF"
"S000005287" "MATCH" "1" "SWM2" "S. cerevisiae" "Synthetic With mud2-delta" "441" "YNR004W" "S000005287" "ORF"
"S000005286" "MATCH" "1" "RPC34" "S. cerevisiae" "RNA Polymerase C" "954" "YNR003C" "S000005286" "ORF"
"S000005289" "MATCH" "1" "VPS27" "S. cerevisiae" "Vacuolar Protein Sorting" "1869" "YNR006W" "S000005289" "ORF"
"S000005283" "MATCH" "1" "YRF1-6" "S. cerevisiae" "" "5728" "YNL339C" "S000005283" "ORF"
"S000005285" "MATCH" "1" "ATO2" "S. cerevisiae" "Ammonia (Ammonium) Transport Outward" "849" "YNR002C" "S000005285" "ORF"
"S000005284" "MATCH" "1" "CIT1" "S. cerevisiae" "CITrate synthase" "1440" "YNR001C" "S000005284" "ORF"
"S000005280" "MATCH" "1" "COS1" "S. cerevisiae" "COnserved Sequence" "1146" "YNL336W" "S000005280" "ORF"
"S000001709" "MATCH" "1" "VPS1" "S. cerevisiae" "Vacuolar Protein Sorting" "2115" "YKR001C" "S000001709" "ORF"
"S000001705" "MATCH" "1" "" "S. cerevisiae" "" "2118" "YKL222C" "S000001705" "ORF"
"S000001707" "MATCH" "1" "PAU16" "S. cerevisiae" "seriPAUperin" "372" "YKL224C" "S000001707" "ORF"
"S000001701" "MATCH" "1" "SRY1" "S. cerevisiae" "Serine Racemase of Yeast" "981" "YKL218C" "S000001701" "ORF"
"S000001702" "MATCH" "1" "COS9" "S. cerevisiae" "COnserved Sequence" "1224" "YKL219W" "S000001702" "ORF"
"S000001703" "MATCH" "1" "FRE2" "S. cerevisiae" "Ferric REductase" "2136" "YKL220C" "S000001703" "ORF"
"S000001704" "MATCH" "1" "MCH2" "S. cerevisiae" "MonoCarboxylate permease Homologue" "1422" "YKL221W" "S000001704" "ORF"
"S000001700" "MATCH" "1" "JEN1" "S. cerevisiae" "" "1851" "YKL217W" "S000001700" "ORF"
"S000005258" "MATCH" "1" "DAL82" "S. cerevisiae" "Degradation of Allantoin" "768" "YNL314W" "S000005258" "ORF"
"S000005257" "MATCH" "1" "EMW1" "S. cerevisiae" "Essential for Maintenance of the cell Wall" "2715" "YNL313C" "S000005257" "ORF"
"S000005259" "MATCH" "1" "ATP11" "S. cerevisiae" "ATP synthase" "957" "YNL315C" "S000005259" "ORF"
"S000005254" "MATCH" "1" "ZIM17" "S. cerevisiae" "ZInc finger Motif protein of 17 kDa" "525" "YNL310C" "S000005254" "ORF"
"S000005253" "MATCH" "1" "STB1" "S. cerevisiae" "Sin Three Binding protein" "1263" "YNL309W" "S000005253" "ORF"
"S000005256" "MATCH" "1" "RFA2" "S. cerevisiae" "Replication Factor A" "930" "YNL312W" "S000005256" "ORF"
"S000005255" "MATCH" "1" "SKP2" "S. cerevisiae" "homology with human SKP2" "2292" "YNL311C" "S000005255" "ORF"
"S000005250" "MATCH" "1" "MRPS18" "S. cerevisiae" "Mitochondrial Ribosomal Protein, Small subunit" "654" "YNL306W" "S000005250" "ORF"
"S000005252" "MATCH" "1" "KRI1" "S. cerevisiae" "KRR1-Interacting protein" "1776" "YNL308C" "S000005252" "ORF"
"S000005251" "MATCH" "1" "MCK1" "S. cerevisiae" "Meiosis and Centromere regulatory Kinase" "1128" "YNL307C" "S000005251" "ORF"
"S000005239" "MATCH" "1" "MRX6" "S. cerevisiae" "Mitochondrial oRganization of gene eXpression (MIOREX)" "1575" "YNL295W" "S000005239" "ORF"
"S000005246" "MATCH" "1" "RPS19B" "S. cerevisiae" "Ribosomal Protein of the Small subunit" "986" "YNL302C" "S000005246" "ORF"
"S000005249" "MATCH" "1" "BXI1" "S. cerevisiae" "BaX Inhibitor" "894" "YNL305C" "S000005249" "ORF"
"S000005248" "MATCH" "1" "YPT11" "S. cerevisiae" "Yeast Protein Two" "1254" "YNL304W" "S000005248" "ORF"
"S000005243" "MATCH" "1" "TRF5" "S. cerevisiae" "Topoisomerase one-Related Function" "1929" "YNL299W" "S000005243" "ORF"
"S000005242" "MATCH" "1" "CLA4" "S. cerevisiae" "CLn Activity dependant" "2529" "YNL298W" "S000005242" "ORF"
"S000005245" "MATCH" "1" "RPL18B" "S. cerevisiae" "Ribosomal Protein of the Large subunit" "993" "YNL301C" "S000005245" "ORF"
"S000005244" "MATCH" "1" "TOS6" "S. cerevisiae" "" "309" "YNL300W" "S000005244" "ORF"
"S000005241" "MATCH" "1" "MON2" "S. cerevisiae" "MONensin sensitivity" "4911" "YNL297C" "S000005241" "ORF"
"S000005279" "MATCH" "1" "DDI3" "S. cerevisiae" "DNA Damage Inducible" "678" "YNL335W" "S000005279" "ORF"
"S000005276" "MATCH" "1" "THI12" "S. cerevisiae" "THIamine metabolism" "1023" "YNL332W" "S000005276" "ORF"
"S000005275" "MATCH" "1" "AAD14" "S. cerevisiae" "Aryl-Alcohol Dehydrogenase" "1131" "YNL331C" "S000005275" "ORF"
"S000005278" "MATCH" "1" "SNO2" "S. cerevisiae" "SNZ proximal Open reading frame" "669" "YNL334C" "S000005278" "ORF"
"S000005277" "MATCH" "1" "SNZ2" "S. cerevisiae" "SNooZe" "897" "YNL333W" "S000005277" "ORF"
"S000005272" "MATCH" "1" "MDJ2" "S. cerevisiae" "Mitochondrial DnaJ homolog" "441" "YNL328C" "S000005272" "ORF"
"S000005271" "MATCH" "1" "EGT2" "S. cerevisiae" "Early G1 Transcript" "3126" "YNL327W" "S000005271" "ORF"
"S000005274" "MATCH" "1" "RPD3" "S. cerevisiae" "Reduced Potassium Dependency" "1302" "YNL330C" "S000005274" "ORF"
"S000005273" "MATCH" "1" "PEX6" "S. cerevisiae" "PEroXin" "3093" "YNL329C" "S000005273" "ORF"
"S000005270" "MATCH" "1" "PFA3" "S. cerevisiae" "Protein Fatty Acyltransferase" "1011" "YNL326C" "S000005270" "ORF"
"S000005269" "MATCH" "1" "FIG4" "S. cerevisiae" "Factor-Induced Gene" "2640" "YNL325C" "S000005269" "ORF"
"S000005265" "MATCH" "1" "VNX1" "S. cerevisiae" "Vacuolar Na+/H+ eXchanger" "2727" "YNL321W" "S000005265" "ORF"
"S000005264" "MATCH" "1" "" "S. cerevisiae" "" "855" "YNL320W" "S000005264" "ORF"
"S000005267" "MATCH" "1" "LEM3" "S. cerevisiae" "Ligand-Effect Modulator" "1245" "YNL323W" "S000005267" "ORF"
"S000005266" "MATCH" "1" "KRE1" "S. cerevisiae" "Killer toxin REsistant" "942" "YNL322C" "S000005266" "ORF"
"S000005261" "MATCH" "1" "PFS2" "S. cerevisiae" "Polyadenylation Factor Subunit" "1398" "YNL317W" "S000005261" "ORF"
"S000005260" "MATCH" "1" "PHA2" "S. cerevisiae" "PHenylAlanine requiring" "1005" "YNL316C" "S000005260" "ORF"
"S000005262" "MATCH" "1" "HXT14" "S. cerevisiae" "HeXose Transporter" "1623" "YNL318C" "S000005262" "ORF"
"S000000319" "MATCH" "1" "LYS2" "S. cerevisiae" "LYSine requiring" "4179" "YBR115C" "S000000319" "ORF"
"S000001646" "MATCH" "1" "PIR3" "S. cerevisiae" "Protein containing Internal Repeats" "978" "YKL163W" "S000001646" "ORF"
"S000000314" "MATCH" "1" "ALG1" "S. cerevisiae" "Asparagine-Linked Glycosylation" "1350" "YBR110W" "S000000314" "ORF"
"S000002977" "MATCH" "1" "LEU1" "S. cerevisiae" "LEUcine biosynthesis" "2340" "YGL009C" "S000002977" "ORF"
"S000001647" "MATCH" "1" "PIR1" "S. cerevisiae" "Protein containing Internal Repeats" "1026" "YKL164C" "S000001647" "ORF"
"S000000313" "MATCH" "1" "CMD1" "S. cerevisiae" "CalMoDulin" "444" "YBR109C" "S000000313" "ORF"
"S000002978" "MATCH" "1" "MPO1" "S. cerevisiae" "Metabolism of PHS to Odd-numbered fatty acids" "525" "YGL010W" "S000002978" "ORF"
"S000001648" "MATCH" "1" "MCD4" "S. cerevisiae" "Morphogenesis Checkpoint Dependent" "2760" "YKL165C" "S000001648" "ORF"
"S000000312" "MATCH" "1" "AIM3" "S. cerevisiae" "Altered Inheritance rate of Mitochondria" "2844" "YBR108W" "S000000312" "ORF"
"S000002979" "MATCH" "1" "SCL1" "S. cerevisiae" "Suppressor of Crl3 ts Lethality" "759" "YGL011C" "S000002979" "ORF"
"S000001649" "MATCH" "1" "TPK3" "S. cerevisiae" "Takashi's Protein Kinase" "1197" "YKL166C" "S000001649" "ORF"
"S000000311" "MATCH" "1" "IML3" "S. cerevisiae" "Increased Minichromosome Loss" "738" "YBR107C" "S000000311" "ORF"
"S000001642" "MATCH" "1" "RCN1" "S. cerevisiae" "Regulator of CalciNeurin" "636" "YKL159C" "S000001642" "ORF"
"S000000318" "MATCH" "1" "RAD16" "S. cerevisiae" "RADiation sensitive" "2373" "YBR114W" "S000000318" "ORF"
"S000002973" "MATCH" "1" "COG7" "S. cerevisiae" "Conserved Oligomeric Golgi complex" "840" "YGL005C" "S000002973" "ORF"
"S000001643" "MATCH" "1" "ELF1" "S. cerevisiae" "ELongation Factor" "438" "YKL160W" "S000001643" "ORF"
"S000002974" "MATCH" "1" "PMC1" "S. cerevisiae" "Plasma Membrane Calcium" "3522" "YGL006W" "S000002974" "ORF"
"S000001644" "MATCH" "1" "KDX1" "S. cerevisiae" "Kinase Dead X-talker" "1302" "YKL161C" "S000001644" "ORF"
"S000000316" "MATCH" "1" "CYC8" "S. cerevisiae" "CYtochrome C" "2901" "YBR112C" "S000000316" "ORF"
"S000001645" "MATCH" "1" "" "S. cerevisiae" "" "1209" "YKL162C" "S000001645" "ORF"
"S000000315" "MATCH" "1" "YSA1" "S. cerevisiae" "" "696" "YBR111C" "S000000315" "ORF"
"S000002976" "MATCH" "1" "PMA1" "S. cerevisiae" "Plasma Membrane ATPase" "2757" "YGL008C" "S000002976" "ORF"
"S000002980" "MATCH" "1" "ERG4" "S. cerevisiae" "ERGosterol biosynthesis" "1422" "YGL012W" "S000002980" "ORF"
"S000001650" "MATCH" "1" "MRP49" "S. cerevisiae" "Mitochondrial Ribosomal Protein" "414" "YKL167C" "S000001650" "ORF"
"S000002981" "MATCH" "1" "PDR1" "S. cerevisiae" "Pleiotropic Drug Resistance" "3207" "YGL013C" "S000002981" "ORF"
"S000001651" "MATCH" "1" "KKQ8" "S. cerevisiae" "" "2175" "YKL168C" "S000001651" "ORF"
"S000002982" "MATCH" "1" "PUF4" "S. cerevisiae" "PUmilio-homology domain Family" "2667" "YGL014W" "S000002982" "ORF"
"S000002983" "MATCH" "1" "" "S. cerevisiae" "" "393" "YGL015C" "S000002983" "ORF"
"S000000321" "MATCH" "1" "TKL2" "S. cerevisiae" "TransKetoLase" "2046" "YBR117C" "S000000321" "ORF"
"S000000309" "MATCH" "1" "VID24" "S. cerevisiae" "Vacuolar Import and Degradation" "1089" "YBR105C" "S000000309" "ORF"
"S000000308" "MATCH" "1" "YMC2" "S. cerevisiae" "Yeast Mitochondrial Carrier" "990" "YBR104W" "S000000308" "ORF"
"S000001639" "MATCH" "1" "RPS27A" "S. cerevisiae" "Ribosomal Protein of the Small subunit" "600" "YKL156W" "S000001639" "ORF"
"S000001635" "MATCH" "1" "GPM1" "S. cerevisiae" "Glycerate PhosphoMutase" "744" "YKL152C" "S000001635" "ORF"
"S000000302" "MATCH" "1" "MMS4" "S. cerevisiae" "Methyl MethaneSulfonate sensitivity" "2076" "YBR098W" "S000000302" "ORF"
"S000001637" "MATCH" "1" "SRP102" "S. cerevisiae" "Signal Recognition Particle" "735" "YKL154W" "S000001637" "ORF"
"S000000301" "MATCH" "1" "VPS15" "S. cerevisiae" "Vacuolar Protein Sorting" "4365" "YBR097W" "S000000301" "ORF"
"S000002968" "MATCH" "1" "LSB3" "S. cerevisiae" "Las Seventeen Binding protein" "1474" "YFR024C-A" "S000002968" "ORF"
"S000001638" "MATCH" "1" "RSM22" "S. cerevisiae" "Ribosomal Small subunit of Mitochondria" "1887" "YKL155C" "S000001638" "ORF"
"S000000300" "MATCH" "1" "" "S. cerevisiae" "" "693" "YBR096W" "S000000300" "ORF"
"S000002969" "MATCH" "1" "ERG26" "S. cerevisiae" "ERGosterol biosynthesis" "1050" "YGL001C" "S000002969" "ORF"
"S000001631" "MATCH" "1" "SDH1" "S. cerevisiae" "Succinate DeHydrogenase" "1923" "YKL148C" "S000001631" "ORF"
"S000000307" "MATCH" "1" "SIF2" "S. cerevisiae" "Sir4p-Interacting Factor" "1608" "YBR103W" "S000000307" "ORF"
"S000002962" "MATCH" "1" "" "S. cerevisiae" "" "" "YFL002W-A" "S000002962" "TransposableElementGene"
"S000001632" "MATCH" "1" "DBR1" "S. cerevisiae" "DeBRanching" "1218" "YKL149C" "S000001632" "ORF"
"S000000306" "MATCH" "1" "EXO84" "S. cerevisiae" "EXOcyst" "2262" "YBR102C" "S000000306" "ORF"
"S000001633" "MATCH" "1" "MCR1" "S. cerevisiae" "Mitochondrial NADH-Cytochrome b5 Reductase" "909" "YKL150W" "S000001633" "ORF"
"S000000305" "MATCH" "1" "FES1" "S. cerevisiae" "Factor Exchange for Ssa1p" "873" "YBR101C" "S000000305" "ORF"
"S000001634" "MATCH" "1" "NNR2" "S. cerevisiae" "Nicotinamide Nucleotide Repair" "1014" "YKL151C" "S000001634" "ORF"
"S000002965" "MATCH" "1" "SMX2" "S. cerevisiae" "" "234" "YFL017W-A" "S000002965" "ORF"
"S000002970" "MATCH" "1" "ERP6" "S. cerevisiae" "Emp24p/Erv25p Related Protein" "651" "YGL002W" "S000002970" "ORF"
"S000001640" "MATCH" "1" "APE2" "S. cerevisiae" "AminoPEptidase" "3242" "YKL157W" "S000001640" "ORF"
"S000002971" "MATCH" "1" "CDH1" "S. cerevisiae" "CDC20 Homolog" "1701" "YGL003C" "S000002971" "ORF"
"S000002972" "MATCH" "1" "RPN14" "S. cerevisiae" "Regulatory Particle Non-ATPase" "1254" "YGL004C" "S000002972" "ORF"
"S000000310" "MATCH" "1" "SND3" "S. cerevisiae" "SRP-iNDependent targeting" "567" "YBR106W" "S000000310" "ORF"
"S000001668" "MATCH" "1" "ASH1" "S. cerevisiae" "Asymmetric Synthesis of HO" "1767" "YKL185W" "S000001668" "ORF"
"S000000336" "MATCH" "1" "AGP2" "S. cerevisiae" "high-Affinity Glutamine Permease" "1791" "YBR132C" "S000000336" "ORF"
"S000002999" "MATCH" "1" "RPL24A" "S. cerevisiae" "Ribosomal Protein of the Large subunit" "468" "YGL031C" "S000002999" "ORF"
"S000001669" "MATCH" "1" "MTR2" "S. cerevisiae" "Mrna TRansport" "555" "YKL186C" "S000001669" "ORF"
"S000000335" "MATCH" "1" "CCZ1" "S. cerevisiae" "Calcium Caffeine Zinc sensitivity" "2115" "YBR131W" "S000000335" "ORF"
"S000000334" "MATCH" "1" "SHE3" "S. cerevisiae" "Swi5p-dependent HO Expression" "1278" "YBR130C" "S000000334" "ORF"
"S000000333" "MATCH" "1" "OPY1" "S. cerevisiae" "Overproduction-induced Pheromone-resistant Yeast" "987" "YBR129C" "S000000333" "ORF"
"S000001664" "MATCH" "1" "PRS1" "S. cerevisiae" "PhosphoRibosylpyrophosphate Synthetase" "1284" "YKL181W" "S000001664" "ORF"
"S000002995" "MATCH" "1" "CWH41" "S. cerevisiae" "Calcofluor White Hypersensitive" "2502" "YGL027C" "S000002995" "ORF"
"S000001665" "MATCH" "1" "FAS1" "S. cerevisiae" "Fatty Acid Synthetase" "6156" "YKL182W" "S000001665" "ORF"
"S000000339" "MATCH" "1" "CKS1" "S. cerevisiae" "Cdc28 Kinase Subunit" "453" "YBR135W" "S000000339" "ORF"
"S000002996" "MATCH" "1" "SCW11" "S. cerevisiae" "Soluble Cell Wall protein" "1629" "YGL028C" "S000002996" "ORF"
"S000001666" "MATCH" "1" "LOT5" "S. cerevisiae" "LOw Temperature-responsive" "921" "YKL183W" "S000001666" "ORF"
"S000002997" "MATCH" "1" "CGR1" "S. cerevisiae" "Coiled-coil Growth-Regulated" "363" "YGL029W" "S000002997" "ORF"
"S000001667" "MATCH" "1" "SPE1" "S. cerevisiae" "SPErmidine auxotroph" "1401" "YKL184W" "S000001667" "ORF"
"S000000337" "MATCH" "1" "HSL7" "S. cerevisiae" "Histone Synthetic Lethal" "2484" "YBR133C" "S000000337" "ORF"
"S000002998" "MATCH" "1" "RPL30" "S. cerevisiae" "Ribosomal Protein of the Large subunit" "548" "YGL030W" "S000002998" "ORF"
"S000001671" "MATCH" "1" "PXA2" "S. cerevisiae" "PeroXisomal ABC-transporter" "2562" "YKL188C" "S000001671" "ORF"
"S000001672" "MATCH" "1" "HYM1" "S. cerevisiae" "" "1200" "YKL189W" "S000001672" "ORF"
"S000001673" "MATCH" "1" "CNB1" "S. cerevisiae" "CalciNeurin subunit B" "604" "YKL190W" "S000001673" "ORF"
"S000001674" "MATCH" "1" "DPH2" "S. cerevisiae" "DiPHthamide" "1605" "YKL191W" "S000001674" "ORF"
"S000000343" "MATCH" "1" "ATG42" "S. cerevisiae" "AuTophaGy" "1527" "YBR139W" "S000000343" "ORF"
"S000000342" "MATCH" "1" "" "S. cerevisiae" "" "1575" "YBR138C" "S000000342" "ORF"
"S000000341" "MATCH" "1" "" "S. cerevisiae" "" "540" "YBR137W" "S000000341" "ORF"
"S000001670" "MATCH" "1" "FAT3" "S. cerevisiae" "FATty acid transporter 3" "2253" "YKL187C" "S000001670" "ORF"
"S000000340" "MATCH" "1" "MEC1" "S. cerevisiae" "Mitosis Entry Checkpoint" "7107" "YBR136W" "S000000340" "ORF"
"S000001657" "MATCH" "1" "TPO5" "S. cerevisiae" "Transporter of POlyamines" "1857" "YKL174C" "S000001657" "ORF"
"S000000325" "MATCH" "1" "GRS1" "S. cerevisiae" "Glycyl-tRNA Synthase" "2004" "YBR121C" "S000000325" "ORF"
"S000002988" "MATCH" "1" "GET1" "S. cerevisiae" "Guided Entry of Tail-anchored proteins" "708" "YGL020C" "S000002988" "ORF"
"S000001658" "MATCH" "1" "ZRT3" "S. cerevisiae" "Zinc-Regulated Transporter" "1512" "YKL175W" "S000001658" "ORF"
"S000000324" "MATCH" "1" "CBP6" "S. cerevisiae" "Cytochrome B Protein synthesis" "489" "YBR120C" "S000000324" "ORF"
"S000002989" "MATCH" "1" "ALK1" "S. cerevisiae" "" "2283" "YGL021W" "S000002989" "ORF"
"S000001659" "MATCH" "1" "LST4" "S. cerevisiae" "Lethal with Sec Thirteen" "2487" "YKL176C" "S000001659" "ORF"
"S000000323" "MATCH" "1" "MUD1" "S. cerevisiae" "Mutant U1 Die" "986" "YBR119W" "S000000323" "ORF"
"S000000322" "MATCH" "1" "TEF2" "S. cerevisiae" "Translation Elongation Factor" "1377" "YBR118W" "S000000322" "ORF"
"S000001653" "MATCH" "1" "MRPL38" "S. cerevisiae" "Mitochondrial Ribosomal Protein, Large subunit" "417" "YKL170W" "S000001653" "ORF"
"S000000329" "MATCH" "1" "PTC4" "S. cerevisiae" "Phosphatase Two C" "1182" "YBR125C" "S000000329" "ORF"
"S000002984" "MATCH" "1" "KAP122" "S. cerevisiae" "KAryoPherin" "3246" "YGL016W" "S000002984" "ORF"
"S000001654" "MATCH" "1" "NNK1" "S. cerevisiae" "Nitrogen Network Kinase" "2787" "YKL171W" "S000001654" "ORF"
"S000002985" "MATCH" "1" "ATE1" "S. cerevisiae" "Arginyl-tRNA-protein transfErase" "1512" "YGL017W" "S000002985" "ORF"
"S000001655" "MATCH" "1" "EBP2" "S. cerevisiae" "EBNA1-binding protein (homolog)" "1284" "YKL172W" "S000001655" "ORF"
"S000000327" "MATCH" "1" "TFC1" "S. cerevisiae" "Transcription Factor class C" "1950" "YBR123C" "S000000327" "ORF"
"S000002986" "MATCH" "1" "JAC1" "S. cerevisiae" "J-type Accessory Chaperone" "555" "YGL018C" "S000002986" "ORF"
"S000001656" "MATCH" "1" "SNU114" "S. cerevisiae" "Small NUclear ribonucleoprotein associated" "3027" "YKL173W" "S000001656" "ORF"
"S000000326" "MATCH" "1" "MRPL36" "S. cerevisiae" "Mitochondrial Ribosomal Protein, Large subunit" "534" "YBR122C" "S000000326" "ORF"
"S000002987" "MATCH" "1" "CKB1" "S. cerevisiae" "Casein Kinase Beta subunit" "837" "YGL019W" "S000002987" "ORF"
"S000002991" "MATCH" "1" "PIB2" "S. cerevisiae" "PhosphatidylInositol(3)-phosphate Binding" "1908" "YGL023C" "S000002991" "ORF"
"S000001661" "MATCH" "1" "STE3" "S. cerevisiae" "STErile" "1413" "YKL178C" "S000001661" "ORF"
"S000001662" "MATCH" "1" "COY1" "S. cerevisiae" "CASP Of Yeast" "2040" "YKL179C" "S000001662" "ORF"
"S000002993" "MATCH" "1" "PGD1" "S. cerevisiae" "PolyGlutamine Domain" "1194" "YGL025C" "S000002993" "ORF"
"S000001663" "MATCH" "1" "RPL17A" "S. cerevisiae" "Ribosomal Protein of the Large subunit" "861" "YKL180W" "S000001663" "ORF"
"S000002994" "MATCH" "1" "TRP5" "S. cerevisiae" "TRyPtophan" "2124" "YGL026C" "S000002994" "ORF"
"S000000332" "MATCH" "1" "ATG14" "S. cerevisiae" "AuTophaGy related" "1035" "YBR128C" "S000000332" "ORF"
"S000000331" "MATCH" "1" "VMA2" "S. cerevisiae" "Vacuolar Membrane Atpase" "1554" "YBR127C" "S000000331" "ORF"
"S000000330" "MATCH" "1" "TPS1" "S. cerevisiae" "Trehalose-6-Phosphate Synthase" "1488" "YBR126C" "S000000330" "ORF"
"S000002990" "MATCH" "1" "STT3" "S. cerevisiae" "STaurosporine and Temperature sensitive" "2157" "YGL022W" "S000002990" "ORF"
"S000002937" "MATCH" "1" "QCR7" "S. cerevisiae" "ubiQuinol-cytochrome C oxidoReductase" "384" "YDR529C" "S000002937" "ORF"
"S000001607" "MATCH" "1" "SSH4" "S. cerevisiae" "Suppressor of SHr3 deletion" "1740" "YKL124W" "S000001607" "ORF"
"S000002938" "MATCH" "1" "APA2" "S. cerevisiae" "AP4A phosphorylase" "978" "YDR530C" "S000002938" "ORF"
"S000001608" "MATCH" "1" "RRN3" "S. cerevisiae" "Regulation of RNA polymerase I" "1884" "YKL125W" "S000001608" "ORF"
"S000002939" "MATCH" "1" "CAB1" "S. cerevisiae" "Coenzyme A Biosynthesis" "1104" "YDR531W" "S000002939" "ORF"
"S000001609" "MATCH" "1" "YPK1" "S. cerevisiae" "Yeast Protein Kinase" "2043" "YKL126W" "S000001609" "ORF"
"S000001602" "MATCH" "1" "VPH2" "S. cerevisiae" "Vacuolar pH" "648" "YKL119C" "S000001602" "ORF"
"S000001603" "MATCH" "1" "OAC1" "S. cerevisiae" "OxaloAcetate Carrier" "975" "YKL120W" "S000001603" "ORF"
"S000001604" "MATCH" "1" "DGR2" "S. cerevisiae" "2-Deoxy-Glucose Resistant 2" "2559" "YKL121W" "S000001604" "ORF"
"S000002935" "MATCH" "1" "RBA50" "S. cerevisiae" "RNA polymerase II (B) Associated protein" "1320" "YDR527W" "S000002935" "ORF"
"S000001605" "MATCH" "1" "SRP21" "S. cerevisiae" "Signal Recognition Particle" "504" "YKL122C" "S000001605" "ORF"
"S000002936" "MATCH" "1" "HLR1" "S. cerevisiae" "Homolog of LRe1" "1272" "YDR528W" "S000002936" "ORF"
"S000002930" "MATCH" "1" "SPS2" "S. cerevisiae" "SPorulation Specific" "1509" "YDR522C" "S000002930" "ORF"
"S000001600" "MATCH" "1" "SBA1" "S. cerevisiae" "increased Sensitivity to Benzoquinone Ansamycins" "651" "YKL117W" "S000001600" "ORF"
"S000002931" "MATCH" "1" "SPS1" "S. cerevisiae" "SPorulation Specific" "1473" "YDR523C" "S000002931" "ORF"
"S000002932" "MATCH" "1" "AGE1" "S. cerevisiae" "Arf Gap with Effector function(s)" "1449" "YDR524C" "S000002932" "ORF"
"S000002926" "MATCH" "1" "EUG1" "S. cerevisiae" "ER protein Unnecessary for Growth" "1554" "YDR518W" "S000002926" "ORF"
"S000002927" "MATCH" "1" "FPR2" "S. cerevisiae" "FKBP Proline Rotamase" "408" "YDR519W" "S000002927" "ORF"
"S000002928" "MATCH" "1" "URC2" "S. cerevisiae" "URacil Catabolism" "2319" "YDR520C" "S000002928" "ORF"
"S000002922" "MATCH" "1" "" "S. cerevisiae" "" "1452" "YDR514C" "S000002922" "ORF"
"S000002923" "MATCH" "1" "SLF1" "S. cerevisiae" "SuLFide production" "1344" "YDR515W" "S000002923" "ORF"
"S000002924" "MATCH" "1" "EMI2" "S. cerevisiae" "Early Meiotic Induction" "1503" "YDR516C" "S000002924" "ORF"
"S000002925" "MATCH" "1" "GRH1" "S. cerevisiae" "GRasp65 (Golgi reassembly stacking protein of 65kD) Homolog" "1119" "YDR517W" "S000002925" "ORF"
"S000002920" "MATCH" "1" "EMI1" "S. cerevisiae" "Early Meiotic Induction" "564" "YDR512C" "S000002920" "ORF"
"S000002921" "MATCH" "1" "GRX2" "S. cerevisiae" "GlutaRedoXin" "432" "YDR513W" "S000002921" "ORF"
"S000001628" "MATCH" "1" "RPT1" "S. cerevisiae" "Regulatory Particle Triple-A protein, or Regulatory Particle Triphosphatase" "1404" "YKL145W" "S000001628" "ORF"
"S000001629" "MATCH" "1" "AVT3" "S. cerevisiae" "Amino acid Vacuolar Transport" "2079" "YKL146W" "S000001629" "ORF"
"S000001624" "MATCH" "1" "SDH3" "S. cerevisiae" "Succinate DeHydrogenase" "597" "YKL141W" "S000001624" "ORF"
"S000002955" "MATCH" "1" "" "S. cerevisiae" "" "930" "YEL076C-A" "S000002955" "ORF"
"S000001625" "MATCH" "1" "MRP8" "S. cerevisiae" "Mitochondrial Ribosomal Protein" "660" "YKL142W" "S000001625" "ORF"
"S000001626" "MATCH" "1" "LTV1" "S. cerevisiae" "Low Temperature Viability" "1392" "YKL143W" "S000001626" "ORF"
"S000002957" "MATCH" "1" "TMA20" "S. cerevisiae" "Translation Machinery Associated" "649" "YER007C-A" "S000002957" "ORF"
"S000001627" "MATCH" "1" "RPC25" "S. cerevisiae" "RNA Polymerase C" "639" "YKL144C" "S000001627" "ORF"
"S000002958" "MATCH" "1" "FCY22" "S. cerevisiae" "FluoroCYtosine resistance" "1593" "YER060W-A" "S000002958" "ORF"
"S000001620" "MATCH" "1" "CMC1" "S. cerevisiae" "Cx9C Mitochondrial protein necessary for full assembly of Cytochrome c oxidase" "336" "YKL137W" "S000001620" "ORF"
"S000001621" "MATCH" "1" "MRPL31" "S. cerevisiae" "Mitochondrial Ribosomal Protein, Large subunit" "396" "YKL138C" "S000001621" "ORF"
"S000001622" "MATCH" "1" "CTK1" "S. cerevisiae" "Carboxy-Terminal domain Kinase" "1587" "YKL139W" "S000001622" "ORF"
"S000002953" "MATCH" "1" "YRF1-1" "S. cerevisiae" "" "5391" "YDR545W" "S000002953" "ORF"
"S000001623" "MATCH" "1" "TGL1" "S. cerevisiae" "TriGlyceride Lipase" "1647" "YKL140W" "S000001623" "ORF"
"S000002954" "MATCH" "1" "SOM1" "S. cerevisiae" "SOrting Mitochondrial" "225" "YEL059C-A" "S000002954" "ORF"
